LineID,Order ID,Order Date,Ship Date,Ship Mode,Category,Sub-Category,Country,Region,State,Postal Code,Product Name,Customer Name,Sales,Quantity,Profit,Discount
5947,CA-2015-104178,25/08/2015 00:00,29/08/2015 00:00,Standard Class,Office Supplies,Storage,United States,West,California,90036,Portable Personal File Box,Janet Molinari,48.84,4,13.1868,0
5948,CA-2016-115924,14/09/2016 00:00,18/09/2016 00:00,Second Class,Office Supplies,Binders,United States,Central,Iowa,50315,Wilson Jones Impact Binders,Brad Eason,25.9,5,12.691,0
5949,CA-2018-161046,05/03/2018 00:00,05/03/2018 00:00,Same Day,Office Supplies,Envelopes,United States,South,Mississippi,38671,Laser & Ink Jet Business Envelopes,Claudia Bergmann,42.68,4,19.6328,0
5950,CA-2018-161046,05/03/2018 00:00,05/03/2018 00:00,Same Day,Technology,Accessories,United States,South,Mississippi,38671,Logitech G700s Rechargeable Gaming Mouse,Claudia Bergmann,299.97,3,125.9874,0
5951,CA-2018-161046,05/03/2018 00:00,05/03/2018 00:00,Same Day,Office Supplies,Appliances,United States,South,Mississippi,38671,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Claudia Bergmann,262.24,2,78.672,0
5952,CA-2018-161046,05/03/2018 00:00,05/03/2018 00:00,Same Day,Office Supplies,Binders,United States,South,Mississippi,38671,Ibico Recycled Linen-Style Covers,Claudia Bergmann,234.36,6,112.4928,0
5953,US-2018-141698,15/04/2018 00:00,21/04/2018 00:00,Standard Class,Office Supplies,Paper,United States,Central,Texas,77041,Xerox 207,Shirley Daniels,20.736,4,7.2576,0.2
5954,US-2015-105151,30/03/2015 00:00,31/03/2015 00:00,First Class,Office Supplies,Art,United States,East,New York,10009,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",Susan Gilcrest,10.5,5,2.94,0
5955,CA-2015-155796,11/11/2015 00:00,15/11/2015 00:00,Second Class,Furniture,Furnishings,United States,East,Pennsylvania,19601,"GE 4 Foot Flourescent Tube, 40 Watt",Tom Stivers,23.968,2,7.7896,0.2
5956,CA-2015-155796,11/11/2015 00:00,15/11/2015 00:00,Second Class,Furniture,Bookcases,United States,East,Pennsylvania,19601,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Tom Stivers,521.96,4,-250.5408,0.5
5957,CA-2017-127138,12/03/2017 00:00,15/03/2017 00:00,Second Class,Office Supplies,Storage,United States,West,California,94109,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Dean Katz,676.55,5,6.7655,0
5958,CA-2017-127138,12/03/2017 00:00,15/03/2017 00:00,Second Class,Office Supplies,Appliances,United States,West,California,94109,Euro-Pro Shark Turbo Vacuum,Dean Katz,154.9,5,40.274,0
5959,CA-2017-127138,12/03/2017 00:00,15/03/2017 00:00,Second Class,Office Supplies,Envelopes,United States,West,California,94109,Security-Tint Envelopes,Dean Katz,30.56,4,14.9744,0
5960,CA-2017-127138,12/03/2017 00:00,15/03/2017 00:00,Second Class,Furniture,Chairs,United States,West,California,94109,Hon 4070 Series Pagoda Round Back Stacking Chairs,Dean Katz,770.352,3,77.0352,0.2
5961,CA-2018-150602,09/02/2018 00:00,14/02/2018 00:00,Second Class,Furniture,Furnishings,United States,West,California,90045,"Master Big Foot Doorstop, Beige",Marina Lichtenstein,21.12,4,6.5472,0
5962,CA-2015-140732,11/11/2015 00:00,13/11/2015 00:00,Second Class,Technology,Phones,United States,West,California,90004,Mophie Juice Pack Helium for iPhone,Matt Abelman,575.928,9,57.5928,0.2
5963,CA-2015-140732,11/11/2015 00:00,13/11/2015 00:00,Second Class,Office Supplies,Appliances,United States,West,California,90004,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Matt Abelman,7.78,2,2.0228,0
5964,CA-2015-140732,11/11/2015 00:00,13/11/2015 00:00,Second Class,Office Supplies,Paper,United States,West,California,90004,Xerox 1979,Matt Abelman,123.92,4,55.764,0
5965,CA-2018-119011,20/08/2018 00:00,25/08/2018 00:00,Standard Class,Office Supplies,Supplies,United States,West,California,94109,Acme Kleencut Forged Steel Scissors,Lisa Ryan,17.22,3,5.166,0
5966,CA-2018-119011,20/08/2018 00:00,25/08/2018 00:00,Standard Class,Office Supplies,Storage,United States,West,California,94109,"Companion Letter/Legal File, Black",Lisa Ryan,226.56,6,63.4368,0
5967,CA-2018-119011,20/08/2018 00:00,25/08/2018 00:00,Standard Class,Technology,Phones,United States,West,California,94109,Plantronics Encore H101 Dual Earpieces Headset,Lisa Ryan,107.88,3,10.788,0.2
5968,CA-2017-166912,15/01/2017 00:00,17/01/2017 00:00,First Class,Office Supplies,Paper,United States,East,New York,10009,Xerox 1893,Bill Eplett,81.98,2,40.1702,0
5969,CA-2015-141726,20/07/2015 00:00,22/07/2015 00:00,First Class,Office Supplies,Paper,United States,West,California,92105,Xerox 189,Charles Crestani,104.85,1,50.328,0
5970,CA-2015-141726,20/07/2015 00:00,22/07/2015 00:00,First Class,Office Supplies,Binders,United States,West,California,92105,Wilson Jones Custom Binder Spines & Labels,Charles Crestani,8.704,2,3.1552,0.2
5971,CA-2015-141726,20/07/2015 00:00,22/07/2015 00:00,First Class,Office Supplies,Paper,United States,West,California,92105,Xerox 1897,Charles Crestani,19.92,4,9.7608,0
5972,CA-2015-141726,20/07/2015 00:00,22/07/2015 00:00,First Class,Furniture,Furnishings,United States,West,California,92105,Nu-Dell Leatherette Frames,Charles Crestani,43.02,3,15.4872,0
5973,CA-2018-115105,06/02/2018 00:00,11/02/2018 00:00,Standard Class,Furniture,Bookcases,United States,East,New York,10024,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Bryan Davis,240.784,1,30.098,0.2
5974,CA-2016-143980,25/12/2016 00:00,29/12/2016 00:00,Standard Class,Office Supplies,Appliances,United States,East,New York,10011,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Jim Kriz,414.96,2,124.488,0
5975,CA-2017-135636,08/10/2017 00:00,13/10/2017 00:00,Standard Class,Office Supplies,Storage,United States,South,North Carolina,28205,Fellowes Econo/Stor Drawers,Doug Bickford,387.72,5,-67.851,0.2
5976,CA-2018-102155,13/07/2018 00:00,17/07/2018 00:00,Standard Class,Office Supplies,Storage,United States,Central,Kansas,66212,Standard Rollaway File with Lock,Rick Reed,360.38,2,93.6988,0
5977,CA-2018-102155,13/07/2018 00:00,17/07/2018 00:00,Standard Class,Office Supplies,Paper,United States,Central,Kansas,66212,Strathmore Photo Mount Cards,Rick Reed,13.56,2,6.2376,0
5978,CA-2018-116953,24/04/2018 00:00,25/04/2018 00:00,First Class,Technology,Phones,United States,West,Arizona,85204,AT&T 841000 Phone,Susan Vittorini,552,10,34.5,0.2
5979,CA-2015-117765,07/09/2015 00:00,13/09/2015 00:00,Standard Class,Furniture,Tables,United States,Central,Oklahoma,74133,KI Adjustable-Height Table,Rick Bensley,429.9,5,111.774,0
5980,CA-2015-117765,07/09/2015 00:00,13/09/2015 00:00,Standard Class,Office Supplies,Binders,United States,Central,Oklahoma,74133,Avery Recycled Flexi-View Covers for Binding Systems,Rick Bensley,32.06,2,15.3888,0
5981,CA-2015-117765,07/09/2015 00:00,13/09/2015 00:00,Standard Class,Furniture,Chairs,United States,Central,Oklahoma,74133,"Padded Folding Chairs, Black, 4/Carton",Rick Bensley,161.96,2,45.3488,0
5982,CA-2015-117765,07/09/2015 00:00,13/09/2015 00:00,Standard Class,Office Supplies,Storage,United States,Central,Oklahoma,74133,Akro-Mils 12-Gallon Tote,Rick Bensley,19.86,2,5.7594,0
5983,CA-2017-114895,21/11/2017 00:00,28/11/2017 00:00,Standard Class,Office Supplies,Paper,United States,East,New York,10035,Xerox 1975,Mike Vittorini,12.96,2,6.3504,0
5984,CA-2018-112984,16/09/2018 00:00,18/09/2018 00:00,Second Class,Office Supplies,Paper,United States,East,Pennsylvania,19143,Xerox 1927,Evan Henry,20.544,6,6.42,0.2
5985,CA-2017-163776,19/07/2017 00:00,25/07/2017 00:00,Standard Class,Furniture,Furnishings,United States,South,Mississippi,39401,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Joy Smith,185.58,6,76.0878,0
5986,CA-2017-163776,19/07/2017 00:00,25/07/2017 00:00,Standard Class,Office Supplies,Binders,United States,South,Mississippi,39401,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Joy Smith,77.56,2,35.6776,0
5987,CA-2017-163776,19/07/2017 00:00,25/07/2017 00:00,Standard Class,Office Supplies,Storage,United States,South,Mississippi,39401,Rogers Deluxe File Chest,Joy Smith,87.92,4,0.8792,0
5988,CA-2017-163776,19/07/2017 00:00,25/07/2017 00:00,Standard Class,Office Supplies,Paper,United States,South,Mississippi,39401,Xerox 1893,Joy Smith,245.94,6,120.5106,0
5989,CA-2017-163776,19/07/2017 00:00,25/07/2017 00:00,Standard Class,Office Supplies,Binders,United States,South,Mississippi,39401,Avery Printable Repositionable Plastic Tabs,Joy Smith,8.6,1,4.042,0
5990,CA-2017-163776,19/07/2017 00:00,25/07/2017 00:00,Standard Class,Furniture,Bookcases,United States,South,Mississippi,39401,Hon 4-Shelf Metal Bookcases,Joy Smith,504.9,5,126.225,0
5991,US-2018-163300,15/09/2018 00:00,21/09/2018 00:00,Standard Class,Office Supplies,Binders,United States,West,California,90049,GBC DocuBind 200 Manual Binding Machine,Erica Smith,2357.488,7,884.058,0.2
5992,US-2018-163300,15/09/2018 00:00,21/09/2018 00:00,Standard Class,Technology,Phones,United States,West,California,90049,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Erica Smith,369.544,7,32.3351,0.2
5993,US-2018-163300,15/09/2018 00:00,21/09/2018 00:00,Standard Class,Furniture,Chairs,United States,West,California,90049,Global Deluxe Steno Chair,Erica Smith,184.752,3,-20.7846,0.2
5994,CA-2017-162187,11/12/2017 00:00,11/12/2017 00:00,Same Day,Office Supplies,Storage,United States,East,Ohio,43229,Acco Perma 4000 Stacking Storage Drawers,Noel Staavos,64.96,5,-4.06,0.2
5995,CA-2017-162187,11/12/2017 00:00,11/12/2017 00:00,Same Day,Office Supplies,Supplies,United States,East,Ohio,43229,"Elite 5"" Scissors",Noel Staavos,13.52,2,1.69,0.2
5996,CA-2017-162187,11/12/2017 00:00,11/12/2017 00:00,Same Day,Furniture,Chairs,United States,East,Ohio,43229,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Noel Staavos,458.43,5,-137.529,0.3
5997,CA-2017-162187,11/12/2017 00:00,11/12/2017 00:00,Same Day,Office Supplies,Appliances,United States,East,Ohio,43229,"Belkin 325VA UPS Surge Protector, 6'",Noel Staavos,387.136,4,24.196,0.2
5998,CA-2017-162187,11/12/2017 00:00,11/12/2017 00:00,Same Day,Furniture,Tables,United States,East,Ohio,43229,"Lesro Round Back Collection Coffee Table, End Table",Noel Staavos,328.59,3,-147.8655,0.4
5999,US-2015-112991,10/12/2015 00:00,14/12/2015 00:00,Standard Class,Furniture,Chairs,United States,West,Idaho,83605,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Sally Hughsby,338.352,3,4.2294,0.2
6000,US-2015-112991,10/12/2015 00:00,14/12/2015 00:00,Standard Class,Office Supplies,Paper,United States,West,Idaho,83605,Xerox 1931,Sally Hughsby,25.92,4,12.4416,0
6001,US-2015-112991,10/12/2015 00:00,14/12/2015 00:00,Standard Class,Office Supplies,Paper,United States,West,Idaho,83605,"Xerox Color Copier Paper, 11"" x 17"", Ream",Sally Hughsby,91.36,4,42.0256,0
6002,CA-2015-124079,13/12/2015 00:00,17/12/2015 00:00,Standard Class,Furniture,Furnishings,United States,West,Arizona,85023,"Electrix Incandescent Magnifying Lamp, Black",Randy Ferguson,87.96,3,7.6965,0.2
6003,CA-2015-124079,13/12/2015 00:00,17/12/2015 00:00,Standard Class,Office Supplies,Binders,United States,West,Arizona,85023,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Randy Ferguson,5.214,2,-4.1712,0.7
6004,US-2018-146878,21/09/2018 00:00,27/09/2018 00:00,Standard Class,Office Supplies,Binders,United States,South,Florida,33142,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Dan Lawera,12.294,1,-8.6058,0.7
6005,CA-2018-107244,07/09/2018 00:00,11/09/2018 00:00,Standard Class,Furniture,Furnishings,United States,West,California,90004,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Allen Goldenen,19.76,4,8.2992,0
6006,CA-2016-100657,02/11/2016 00:00,07/11/2016 00:00,Standard Class,Furniture,Chairs,United States,East,New York,12180,"Global Armless Task Chair, Royal Blue",Scot Wooten,109.764,2,8.5372,0.1
6007,CA-2018-129581,11/12/2018 00:00,18/12/2018 00:00,Standard Class,Technology,Phones,United States,East,Massachusetts,2740,Plantronics MX500i Earset,Katherine Nockton,128.85,3,3.8655,0
6008,CA-2018-129028,01/04/2018 00:00,03/04/2018 00:00,First Class,Furniture,Furnishings,United States,South,South Carolina,29501,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",George Bell,127.95,3,21.7515,0
6009,CA-2016-135580,30/12/2016 00:00,03/01/2017 00:00,Standard Class,Office Supplies,Paper,United States,West,California,90049,Xerox 1929,Clay Ludtke,68.52,3,31.5192,0
6010,CA-2016-135580,30/12/2016 00:00,03/01/2017 00:00,Standard Class,Office Supplies,Storage,United States,West,California,90049,2300 Heavy-Duty Transfer File Systems by Perma,Clay Ludtke,74.94,3,14.2386,0
6011,CA-2016-135580,30/12/2016 00:00,03/01/2017 00:00,Standard Class,Technology,Machines,United States,West,California,90049,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Clay Ludtke,2548.56,6,286.713,0.2
6012,CA-2016-135580,30/12/2016 00:00,03/01/2017 00:00,Standard Class,Office Supplies,Envelopes,United States,West,California,90049,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Clay Ludtke,271.44,3,122.148,0
6013,CA-2016-135580,30/12/2016 00:00,03/01/2017 00:00,Standard Class,Technology,Phones,United States,West,California,90049,Cisco SPA 502G IP Phone,Clay Ludtke,287.88,3,35.985,0.2
6014,CA-2017-159016,10/03/2017 00:00,11/03/2017 00:00,First Class,Office Supplies,Paper,United States,West,California,90008,Rediform Voice Mail Log Books,Karen Ferguson,14.9,5,7.152,0
6015,CA-2017-159016,10/03/2017 00:00,11/03/2017 00:00,First Class,Technology,Phones,United States,West,California,90008,Apple iPhone 5,Karen Ferguson,4158.912,8,363.9048,0.2
6016,CA-2015-102652,06/04/2015 00:00,12/04/2015 00:00,Standard Class,Furniture,Furnishings,United States,West,California,90049,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Andy Yotov,91.96,2,15.6332,0
6017,CA-2015-102652,06/04/2015 00:00,12/04/2015 00:00,Standard Class,Furniture,Furnishings,United States,West,California,90049,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Andy Yotov,33.11,7,12.9129,0
6018,CA-2015-102652,06/04/2015 00:00,12/04/2015 00:00,Standard Class,Office Supplies,Paper,United States,West,California,90049,Xerox 211,Andy Yotov,19.44,3,9.3312,0
6019,CA-2015-102652,06/04/2015 00:00,12/04/2015 00:00,Standard Class,Office Supplies,Paper,United States,West,California,90049,Xerox 194,Andy Yotov,55.48,1,26.6304,0
6020,CA-2015-152422,05/10/2015 00:00,10/10/2015 00:00,Second Class,Office Supplies,Appliances,United States,East,Ohio,43229,Belkin F5C206VTEL 6 Outlet Surge,Brian Derr,91.92,5,11.49,0.2
6021,US-2017-156692,13/08/2017 00:00,13/08/2017 00:00,Same Day,Office Supplies,Appliances,United States,South,Louisiana,70065,Staple holder,Hunter Glantz,17.34,2,4.6818,0
6022,US-2017-156692,13/08/2017 00:00,13/08/2017 00:00,Same Day,Technology,Accessories,United States,South,Louisiana,70065,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Hunter Glantz,71.98,2,15.1158,0
6023,CA-2015-130869,17/11/2015 00:00,21/11/2015 00:00,Standard Class,Office Supplies,Envelopes,United States,Central,Texas,75104,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Cassandra Brandow,7.08,3,2.478,0.2
6024,US-2018-128832,24/04/2018 00:00,27/04/2018 00:00,First Class,Technology,Accessories,United States,East,Rhode Island,2908,V7 USB Numeric Keypad,Linda Southworth,69.98,2,4.8986,0
6025,CA-2018-139717,24/08/2018 00:00,26/08/2018 00:00,Second Class,Office Supplies,Appliances,United States,East,Ohio,43130,Avanti 1.7 Cu. Ft. Refrigerator,Darrin Martin,646.272,8,64.6272,0.2
6026,CA-2018-139717,24/08/2018 00:00,26/08/2018 00:00,Second Class,Office Supplies,Paper,United States,East,Ohio,43130,Xerox 1966,Darrin Martin,10.368,2,3.7584,0.2
6027,CA-2018-136007,23/02/2018 00:00,02/03/2018 00:00,Standard Class,Office Supplies,Fasteners,United States,West,Washington,98115,Alliance Rubber Bands,Ann Chong,8.4,5,0.336,0
6028,CA-2018-136007,23/02/2018 00:00,02/03/2018 00:00,Standard Class,Technology,Phones,United States,West,Washington,98115,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Ann Chong,71.96,5,25.186,0.2
6029,CA-2017-157364,19/11/2017 00:00,21/11/2017 00:00,First Class,Office Supplies,Art,United States,South,North Carolina,28540,Deluxe Chalkboard Eraser Cleaner,Liz Thompson,18.48,2,6.006,0.2
6030,US-2017-112970,14/11/2017 00:00,15/11/2017 00:00,First Class,Office Supplies,Art,United States,West,California,90049,Newell 35,Tim Brockman,9.84,3,2.8536,0
6031,US-2018-152492,06/07/2018 00:00,06/07/2018 00:00,Same Day,Furniture,Chairs,United States,South,Florida,33142,Global Comet Stacking Armless Chair,Angele Hood,239.24,1,23.924,0.2
6032,CA-2017-101168,25/12/2017 00:00,01/01/2018 00:00,Standard Class,Furniture,Furnishings,United States,East,New Hampshire,3060,"Master Big Foot Doorstop, Beige",Saphhira Shifley,21.12,4,6.5472,0
6033,CA-2018-104010,23/04/2018 00:00,25/04/2018 00:00,First Class,Office Supplies,Supplies,United States,East,New York,10011,Fiskars Softgrip Scissors,Tamara Dahlen,54.9,5,15.372,0
6034,CA-2016-130253,14/12/2016 00:00,18/12/2016 00:00,Standard Class,Furniture,Furnishings,United States,West,California,90036,"Master Caster Door Stop, Gray",Paul Prost,15.24,3,5.1816,0
6035,US-2016-155369,19/04/2016 00:00,25/04/2016 00:00,Standard Class,Office Supplies,Appliances,United States,Central,Texas,75007,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Patrick Gardner,19.568,2,-52.8336,0.8
6036,US-2016-155369,19/04/2016 00:00,25/04/2016 00:00,Standard Class,Office Supplies,Binders,United States,Central,Texas,75007,Fellowes PB300 Plastic Comb Binding Machine,Patrick Gardner,310.392,4,-512.1468,0.8
6037,CA-2017-131205,04/09/2017 00:00,08/09/2017 00:00,Standard Class,Furniture,Furnishings,United States,South,Kentucky,40324,Coloredge Poster Frame,Anna Andreadi,42.6,3,16.614,0
6038,CA-2017-131205,04/09/2017 00:00,08/09/2017 00:00,Standard Class,Office Supplies,Binders,United States,South,Kentucky,40324,Poly Designer Cover & Back,Anna Andreadi,113.94,6,54.6912,0
6039,CA-2017-131205,04/09/2017 00:00,08/09/2017 00:00,Standard Class,Office Supplies,Storage,United States,South,Kentucky,40324,Fellowes Neat Ideas Storage Cubes,Anna Andreadi,129.92,4,5.1968,0
6040,CA-2017-131205,04/09/2017 00:00,08/09/2017 00:00,Standard Class,Office Supplies,Art,United States,South,Kentucky,40324,Nontoxic Chalk,Anna Andreadi,5.28,3,2.5344,0
6041,CA-2018-122364,24/09/2018 00:00,29/09/2018 00:00,Standard Class,Technology,Phones,United States,West,California,90008,Wilson Electronics DB Pro Signal Booster,Frank Atkinson,859.2,3,75.18,0.2
6042,CA-2018-122364,24/09/2018 00:00,29/09/2018 00:00,Standard Class,Technology,Machines,United States,West,California,90008,Socket Bluetooth Cordless Hand Scanner (CHS),Frank Atkinson,506.28,3,177.198,0.2
6043,CA-2017-117912,04/02/2017 00:00,08/02/2017 00:00,Standard Class,Furniture,Furnishings,United States,West,Arizona,85635,Nu-Dell Float Frame 11 x 14 1/2,Tracy Blumstein,14.368,2,3.9512,0.2
6044,CA-2018-145702,19/05/2018 00:00,24/05/2018 00:00,Second Class,Furniture,Chairs,United States,South,Tennessee,37918,Office Star - Mesh Screen back chair with Vinyl seat,Adam Hart,314.352,3,-35.3646,0.2
6045,CA-2018-145702,19/05/2018 00:00,24/05/2018 00:00,Second Class,Office Supplies,Paper,United States,South,Tennessee,37918,Xerox 1949,Adam Hart,27.888,7,10.1094,0.2
6046,CA-2016-113215,03/09/2016 00:00,08/09/2016 00:00,Standard Class,Furniture,Furnishings,United States,West,Arizona,85705,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Cathy Prescott,238.152,3,89.307,0.2
6047,CA-2017-154662,09/06/2017 00:00,16/06/2017 00:00,Standard Class,Furniture,Tables,United States,Central,Minnesota,55407,"Bush Cubix Conference Tables, Fully Assembled",Benjamin Farhat,692.94,3,173.235,0
6048,CA-2016-105571,07/11/2016 00:00,11/11/2016 00:00,Standard Class,Office Supplies,Binders,United States,South,Florida,33142,Avery Hanging File Binders,Christine Phan,16.146,9,-12.9168,0.7
6049,CA-2016-105571,07/11/2016 00:00,11/11/2016 00:00,Standard Class,Office Supplies,Binders,United States,South,Florida,33142,GBC DocuBind TL300 Electric Binding System,Christine Phan,1345.485,5,-1031.5385,0.7
6050,CA-2017-152765,15/06/2017 00:00,18/06/2017 00:00,First Class,Office Supplies,Paper,United States,Central,Texas,77036,Xerox 19,Lynn Smith,173.488,7,54.215,0.2
6051,CA-2016-153878,25/04/2016 00:00,30/04/2016 00:00,Standard Class,Office Supplies,Art,United States,Central,Wisconsin,53209,Newell 324,Trudy Schmidt,57.75,5,16.17,0
6052,CA-2016-153878,25/04/2016 00:00,30/04/2016 00:00,Standard Class,Office Supplies,Appliances,United States,Central,Wisconsin,53209,Belkin 5 Outlet SurgeMaster Power Centers,Trudy Schmidt,272.4,5,76.272,0
6053,CA-2017-124016,23/09/2017 00:00,26/09/2017 00:00,Second Class,Office Supplies,Paper,United States,East,Ohio,43130,Xerox 1970,Joni Sundaresam,11.952,3,4.0338,0.2
6054,CA-2017-124016,23/09/2017 00:00,26/09/2017 00:00,Second Class,Furniture,Furnishings,United States,East,Ohio,43130,"Eldon 400 Class Desk Accessories, Black Carbon",Joni Sundaresam,28,4,7.7,0.2
6055,CA-2017-124016,23/09/2017 00:00,26/09/2017 00:00,Second Class,Office Supplies,Binders,United States,East,Ohio,43130,Fellowes Black Plastic Comb Bindings,Joni Sundaresam,12.201,7,-9.7608,0.7
6056,CA-2017-113551,18/08/2017 00:00,20/08/2017 00:00,First Class,Office Supplies,Binders,United States,Central,Texas,78539,GBC Wire Binding Combs,Natalie Fritzler,2.068,1,-3.4122,0.8
6057,CA-2017-113551,18/08/2017 00:00,20/08/2017 00:00,First Class,Office Supplies,Paper,United States,Central,Texas,78539,Advantus Motivational Note Cards,Natalie Fritzler,83.84,8,30.392,0.2
6058,CA-2015-107524,02/03/2015 00:00,08/03/2015 00:00,Standard Class,Office Supplies,Envelopes,United States,East,New York,10009,Staple envelope,Kristina Nunn,11.36,2,5.3392,0
6059,CA-2015-107524,02/03/2015 00:00,08/03/2015 00:00,Standard Class,Office Supplies,Paper,United States,East,New York,10009,"Array Parchment Paper, Assorted Colors",Kristina Nunn,36.4,5,17.472,0
6060,CA-2015-138072,30/12/2015 00:00,03/01/2016 00:00,Standard Class,Technology,Accessories,United States,East,Pennsylvania,19120,"Maxell Pro 80 Minute CD-R, 10/Pack",Guy Armstrong,27.968,2,6.992,0.2
6061,CA-2016-134201,10/04/2016 00:00,16/04/2016 00:00,Standard Class,Office Supplies,Storage,United States,East,New York,14609,Steel Personal Filing/Posting Tote,Eugene Hildebrand,142.04,4,38.3508,0
6062,CA-2016-134201,10/04/2016 00:00,16/04/2016 00:00,Standard Class,Office Supplies,Art,United States,East,New York,14609,Faber Castell Col-Erase Pencils,Eugene Hildebrand,14.67,3,6.0147,0
6063,CA-2016-111780,25/12/2016 00:00,30/12/2016 00:00,Second Class,Technology,Copiers,United States,West,California,92037,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Ralph Arnett,1199.96,5,224.9925,0.2
6064,CA-2016-111780,25/12/2016 00:00,30/12/2016 00:00,Second Class,Office Supplies,Paper,United States,West,California,92037,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Ralph Arnett,12.6,3,6.174,0
6065,CA-2016-111780,25/12/2016 00:00,30/12/2016 00:00,Second Class,Office Supplies,Paper,United States,West,California,92037,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Ralph Arnett,17.94,3,8.073,0
6066,CA-2016-119942,05/04/2016 00:00,07/04/2016 00:00,First Class,Office Supplies,Labels,United States,East,Pennsylvania,19120,Avery 499,Ted Trevino,23.904,6,7.7688,0.2
6067,CA-2016-151547,17/01/2016 00:00,23/01/2016 00:00,Standard Class,Office Supplies,Supplies,United States,South,Tennessee,38134,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Amy Hunt,88.96,8,10.008,0.2
6068,CA-2018-166695,20/05/2018 00:00,24/05/2018 00:00,Standard Class,Furniture,Chairs,United States,West,California,90712,"Global Geo Office Task Chair, Gray",Chuck Clark,518.272,8,-97.176,0.2
6069,CA-2018-166695,20/05/2018 00:00,24/05/2018 00:00,Standard Class,Furniture,Furnishings,United States,West,California,90712,G.E. Halogen Desk Lamp Bulbs,Chuck Clark,6.98,1,3.3504,0
6070,CA-2018-166695,20/05/2018 00:00,24/05/2018 00:00,Standard Class,Technology,Machines,United States,West,California,90712,Okidata B400 Printer,Chuck Clark,343.2,1,38.61,0.2
6071,CA-2018-167542,13/08/2018 00:00,20/08/2018 00:00,Standard Class,Office Supplies,Labels,United States,East,Pennsylvania,19120,Avery 486,Keith Dawkins,17.544,3,5.9211,0.2
6072,CA-2016-120901,31/12/2016 00:00,04/01/2017 00:00,Standard Class,Office Supplies,Storage,United States,Central,Texas,78745,Fellowes Stor/Drawer Steel Plus Storage Drawers,Barry Gonzalez,152.688,2,-26.7204,0.2
6073,CA-2016-120901,31/12/2016 00:00,04/01/2017 00:00,Standard Class,Office Supplies,Fasteners,United States,Central,Texas,78745,Stockwell Push Pins,Barry Gonzalez,3.488,2,0.5668,0.2
6074,CA-2016-120901,31/12/2016 00:00,04/01/2017 00:00,Standard Class,Office Supplies,Supplies,United States,Central,Texas,78745,Staple remover,Barry Gonzalez,5.888,2,-1.3248,0.2
6075,CA-2018-121398,25/12/2018 00:00,29/12/2018 00:00,Standard Class,Office Supplies,Binders,United States,West,California,90008,GBC DocuBind P50 Personal Binding Machine,Fred Hopkins,153.552,3,51.8238,0.2
6076,CA-2018-121398,25/12/2018 00:00,29/12/2018 00:00,Standard Class,Office Supplies,Storage,United States,West,California,90008,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Fred Hopkins,270.62,2,2.7062,0
6077,CA-2017-151561,01/09/2017 00:00,07/09/2017 00:00,Standard Class,Technology,Accessories,United States,East,New York,10011,Enermax Aurora Lite Keyboard,Patrick Gardner,468.9,6,206.316,0
6078,CA-2017-151561,01/09/2017 00:00,07/09/2017 00:00,Standard Class,Technology,Accessories,United States,East,New York,10011,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Patrick Gardner,72.48,2,30.4416,0
6079,CA-2017-151561,01/09/2017 00:00,07/09/2017 00:00,Standard Class,Office Supplies,Supplies,United States,East,New York,10011,Acme Value Line Scissors,Patrick Gardner,10.95,3,3.285,0
